222     ,42      ,317   ,   
223     ,423     ,310   ,   
224     ,425     ,310   ,   
227     ,429     ,309   ,   
229     ,235     ,328   ,  9
232     ,283     ,327   ,  9
233     ,318     ,318   ,  9
234     ,272     ,331   ,  9
236     ,259     ,324   ,   
238     ,259     ,324   ,   
239     ,259     ,323   ,   
241     ,443     ,320   ,   
242     ,278     ,320   ,   
243     ,279     ,320   ,   
245     ,258     ,326   ,   
256     ,235     ,328   ,   
257     ,235     ,328   ,   
263     ,288     ,326   ,   
264     ,392     ,314   ,   
265     ,293     ,329   ,   
266     ,439     ,320   ,   
267     ,397     ,316   ,  9
268     ,397     ,316   ,  9
269     ,397     ,316   ,  9
270     ,397     ,316   ,  9
271     ,421     ,318   ,  9
272     ,421     ,318   ,  9
274     ,421     ,318   ,  9
275     ,421     ,318   ,  9
276     ,421     ,318   ,  9
277     ,421     ,318   ,  9
278     ,421     ,318   ,  9
280     ,421     ,318   ,  9
287     ,150     ,307   ,  5
289     ,146     ,304   ,   
290     ,145     ,304   ,   
291     ,148     ,304   ,   
292     ,149     ,303   ,   
293     ,147     ,304   ,   
294     ,148     ,305   ,  5
318     ,154     ,304   ,  5
319     ,159     ,303   ,  5
320     ,156     ,302   ,  5
321     ,158     ,302   ,  5
322     ,150     ,303   ,  5
323     ,150     ,302   ,  5
324     ,159     ,303   ,  5
325     ,156     ,303   ,  5
326     ,154     ,313   ,  20
327     ,154     ,313   ,  8
328     ,153     ,314   ,  20
329     ,156     ,312   ,  8
331     ,155     ,312   ,  9
332     ,152     ,313   ,  8
333     ,151     ,312   ,  8
334     ,154     ,313   ,  20
335     ,159     ,313   ,  8
336     ,159     ,313   ,  8
337     ,159     ,313   ,  8
338     ,153     ,313   ,  20
339     ,151     ,316   ,  8
340     ,153     ,315   ,  9
341     ,155     ,314   ,  8
342     ,152     ,311   ,  9
343     ,156     ,312   ,  20
344     ,158     ,312   ,  20
345     ,147     ,312   ,  9
346     ,143     ,309   ,   
347     ,146     ,311   ,  20
348     ,145     ,310   ,  5
349     ,143     ,309   ,  5
350     ,141     ,309   ,  9
351     ,145     ,312   ,  9
352     ,148     ,314   ,  9
353     ,150     ,314   ,  9
354     ,148     ,313   ,  9
359     ,151     ,309   ,  8
360     ,152     ,308   ,  8
361     ,154     ,310   ,  20 
362     ,154     ,310   ,  9
363     ,160     ,309   ,  9
364     ,151     ,310   ,  9
365     ,158     ,309   ,  9
366     ,138     ,299   ,  9
367     ,141     ,303   ,  9
368     ,260     ,305   ,   
369     ,260     ,305   ,  20
370     ,260     ,305   ,  20
371     ,260     ,305   ,  20
372     ,260     ,305   ,  20
373     ,260     ,305   ,  5
374     ,259     ,305   ,  20
375     ,260     ,305   ,  20
376     ,260     ,305   ,  20
377     ,260     ,305   ,  7
378     ,260     ,305   ,  7
381     ,295     ,322   ,  9
382     ,295     ,322   ,  9
383     ,295     ,322   ,  9
384     ,508     ,305   ,   
385     ,442     ,308   ,   
386     ,442     ,308   ,   
387     ,442     ,308   ,   
388     ,443     ,308   ,   
389     ,443     ,308   ,   
390     ,429     ,303   ,   
391     ,422     ,302   ,   
392     ,401     ,304   ,   
393     ,401     ,304   ,   
394     ,399     ,303   ,   
395     ,404     ,304   ,   
396     ,402     ,304   ,   
402     ,419     ,308   ,   
403     ,419     ,308   ,   
404     ,418     ,307   ,   
406     ,418     ,307   ,   
407     ,422     ,309   ,   
411     ,422     ,309   ,   
412     ,403     ,299   ,   
413     ,402     ,300   ,   
414     ,402     ,300   ,   
415     ,399     ,300   ,   
416     ,420     ,300   ,   
433     ,425     ,310   ,   
434     ,424     ,310   ,   
435     ,424     ,310   ,   
438     ,429     ,311   ,   
439     ,418     ,304   ,   
440     ,429     ,309   ,   
441     ,448     ,299   ,   
442     ,448     ,299   ,   
443     ,448     ,300   ,   
444     ,448     ,299   ,   
445     ,419     ,300   ,   
446     ,421     ,302   ,   
448     ,407     ,298   ,   
449     ,407     ,298   ,   
450     ,418     ,304   ,   
451     ,418     ,304   ,   
452     ,418     ,304   ,   
453     ,418     ,304   ,   
454     ,418     ,304   ,   
455     ,419     ,303   ,   
456     ,419     ,306   ,   
459     ,396     ,311   ,   
460     ,397     ,310   ,   
465     ,392     ,314   ,   
469     ,407     ,323   ,   
480     ,423     ,321   ,   
487     ,423     ,319   ,   
489     ,423     ,319   ,   
490     ,422     ,318   ,   
491     ,422     ,318   ,   
492     ,422     ,318   ,   
493     ,431     ,304   ,   
494     ,423     ,321   ,   
496     ,406     ,321   ,   
497     ,422     ,317   ,   
498     ,423     ,321   ,   
499     ,423     ,320   ,   
500     ,423     ,319   ,   
501     ,422     ,317   ,   
502     ,422     ,317   ,   
503     ,421     ,316   ,   
506     ,421     ,317   ,   
507     ,420     ,315   ,   
508     ,420     ,315   ,   
509     ,423     ,319   ,   
510     ,423     ,319   ,   
511     ,423     ,320   ,   
512     ,422     ,317   ,   
514     ,422     ,318   ,   
515     ,410     ,315   ,   
516     ,395     ,317   ,   
519     ,430     ,309   ,   
520     ,430     ,308   ,   
521     ,430     ,309   ,   
522     ,430     ,309   ,   
523     ,431     ,308   ,   
524     ,431     ,308   ,   
525     ,431     ,308   ,   
526     ,430     ,308   ,   
533     ,431     ,308   ,   
538     ,434     ,307   ,   
539     ,431     ,308   ,   
541     ,427     ,308   ,   
542     ,427     ,309   ,   
545     ,429     ,308   ,   
551     ,429     ,309   ,   
552     ,429     ,309   ,   
553     ,430     ,305   ,   
554     ,431     ,304   ,   
555     ,431     ,304   ,   
556     ,431     ,304   ,   
557     ,430     ,304   ,   
558     ,430     ,304   ,   
559     ,430     ,304   ,   
561     ,430     ,304   ,   
