DOY,ISAMDYN,ISAMBC,Measured
339,-0.88,-1.1975,2.719361111
340,-2.22,0.01,3.578753038
341,-2.585,-1.9125,6.47562283
342,-5.605,-3.72,2.346703125
343,-4.5775,-4.3075,7.994960938
344,4.6825,3.375,0.723665799
345,5.0775,5.725,1.26062963
346,-7.955,-5.935,0.669824219
347,-6.8275,-6.165,3.465846065
348,-3.1675,-0.8525,1.192863137
349,-7.165,-5.4825,1.820293403
350,-12.385,-9.5225,0.277429688
351,-13.4025,-8.75,0.495481481
352,-7.45,-5.0425,3.548536748
353,-10.345,-6.84,1.656616319
354,-10.3125,-7.04,3.831122396
355,-0.115,1.91,3.010340712
356,3.6925,4.4025,6.99652474
357,1.075,-0.8275,4.472447917
358,0.9925,-0.015,0.539541667
359,-11.7675,-11.1675,3.067166667
360,0.4325,0.3275,1.269114583
361,-6.8375,-6.025,2.957409433
362,-5.7525,-2.7025,4.061066262
363,2.3625,2.15,4.697221644
364,3.395,1.9975,6.535515914
365,6.185,3.88,4.510820023
